,model type,k,wanted k,rid,algorithm,configuration,runtime,balanced_accuracy
10,Model,20,20,1163,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'tanh', 'MLP:alpha': 0.00030383152618600743, 'MLP:n_hidden_layers': 2, 'MLP:n_neurons_layer': 93, 'MLP:solver': 'lbfgs', 'MLP:tol': 0.0001258332790463475}",72.860684633255,0.8570437922598151
11,Model,20,20,194,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'RF:bootstrap': False, 'RF:ccp_alpha': 0.00023330192631183433, 'RF:criterion': 'entropy', 'RF:max_features': 0.3147213149692841, 'RF:min_samples_leaf': 1, 'RF:min_samples_split': 2, 'RF:n_estimators': 15}",3.246777057647705,0.8705118435653596
12,Model,20,20,203,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'RF:bootstrap': False, 'RF:ccp_alpha': 0.0008634040516786752, 'RF:criterion': 'entropy', 'RF:max_features': 0.5173901095286858, 'RF:min_samples_leaf': 1, 'RF:min_samples_split': 2, 'RF:n_estimators': 4}",2.244899272918701,0.8513834932880255
13,Model,20,20,499,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'RF:bootstrap': False, 'RF:ccp_alpha': 0.000704259399951588, 'RF:criterion': 'entropy', 'RF:max_features': 0.6140845012848316, 'RF:min_samples_leaf': 1, 'RF:min_samples_split': 2, 'RF:n_estimators': 5}",3.10784912109375,0.858947625519809
14,Model,20,20,885,KNN_CLASS,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_CLASS', 'KNN_CLASS:n_neighbors': 12, 'KNN_CLASS:p': 1, 'KNN_CLASS:weights': 'distance'}",1.8905713558197021,0.8530665350775223
15,Model,20,20,749,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'RF:bootstrap': False, 'RF:ccp_alpha': 0.0002995445017544752, 'RF:criterion': 'entropy', 'RF:max_features': 0.3873066810987148, 'RF:min_samples_leaf': 1, 'RF:min_samples_split': 3, 'RF:n_estimators': 8}",2.524019956588745,0.8577647038334287
16,Model,20,20,505,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'RF:bootstrap': False, 'RF:ccp_alpha': 2.9800723971919323e-05, 'RF:criterion': 'entropy', 'RF:max_features': 0.47564053921473193, 'RF:min_samples_leaf': 1, 'RF:min_samples_split': 3, 'RF:n_estimators': 28}",7.303411245346069,0.8753068167588021
17,Model,20,20,1360,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'RF:bootstrap': False, 'RF:ccp_alpha': 3.471675195496431e-05, 'RF:criterion': 'gini', 'RF:max_features': 0.29935239870332375, 'RF:min_samples_leaf': 1, 'RF:min_samples_split': 2, 'RF:n_estimators': 49}",6.919081687927246,0.8794452073674013
18,Model,20,20,842,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'RF:bootstrap': False, 'RF:ccp_alpha': 2.5429270456690768e-05, 'RF:criterion': 'gini', 'RF:max_features': 0.3501623641048923, 'RF:min_samples_leaf': 1, 'RF:min_samples_split': 3, 'RF:n_estimators': 5}",1.9679226875305176,0.8485049813565976
19,Model,20,20,1326,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'RF:bootstrap': True, 'RF:ccp_alpha': 6.431849014716299e-05, 'RF:criterion': 'gini', 'RF:max_features': 0.32265453363712615, 'RF:min_samples_leaf': 1, 'RF:min_samples_split': 2, 'RF:n_estimators': 8}",2.1248457431793213,0.8397187465838709
20,Model,20,20,1280,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'RF:bootstrap': False, 'RF:ccp_alpha': 0.00014012913118865452, 'RF:criterion': 'gini', 'RF:max_features': 0.5950336960219496, 'RF:min_samples_leaf': 2, 'RF:min_samples_split': 5, 'RF:n_estimators': 6}",2.550574541091919,0.8656347898653459
