task_id,accuracy,balanced_accuracy,f1_macro,jaccard_macro,jaccard_micro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo,roc_auc_ovr
40701,0.954,0.8665197037624155,0.8969681766055047,0.8219837951829516,0.9120458891013384,0.954,0.9361827560795872,[0.91304348 0.95932203],0.954,0.8665197037624155,[0.74468085 0.98835856],0.8665197037624155,0.8665197037624155
40926,0.41575,0.41535480330185964,0.4122230861691059,0.2628050754419766,0.26242701593814105,0.41575,0.4170617603271488,"[0.49554896 0.28244275 0.43680297 0.53650794 0.39473684 0.43712575
 0.47093023 0.34773218 0.3125     0.45628998]",0.41575,0.41535480330185975,"[0.42278481 0.27272727 0.58024691 0.4225     0.31007752 0.53940887
 0.40909091 0.4025     0.26054591 0.53366584]",-1,-1
40927,0.3954166666666667,0.39541666666666664,0.39095805027318803,0.24570783964334636,0.24642949883147233,0.3954166666666667,0.3914448698528765,"[0.34493671 0.45607808 0.41732852 0.45473908 0.29017013 0.41937669
 0.35414885 0.29954955 0.43069695 0.44742414]",0.3954166666666667,0.3954166666666667,"[0.36333333 0.42833333 0.48166667 0.35583333 0.25583333 0.51583333
 0.345      0.22166667 0.45833333 0.52833333]",-1,-1
40983,0.9834710743801653,0.9277796439368492,0.920156717187339,0.8601850700673144,0.967479674796748,0.9834710743801653,0.912837345003647,[0.83333333 0.99234136],0.9834710743801653,0.9277796439368492,[0.86538462 0.99017467],0.9277796439368492,0.9277796439368492
40996,0.8646428571428572,0.864642857142857,0.8625445386077188,0.7724147898371556,0.7615602390688896,0.8646428571428572,0.8633904200483471,"[0.79305248 0.93222683 0.71518987 0.79431664 0.81003135 0.99402093
 0.96312364 0.93023256 0.75659229 0.94511761]",0.8646428571428572,0.864642857142857,"[0.76642857 0.96285714 0.565      0.83857143 0.92285714 0.95
 0.95142857 0.94285714 0.79928571 0.94714286]",-1,-1
41027,0.8728246318607764,0.8207224335049003,0.8258082324514024,0.7128890965602159,0.7743467933491687,0.8728246318607764,0.8314306297180704,[0.90136571 0.7229064  0.87001978],0.8728246318607764,0.8207224335049004,[0.90136571 0.67704729 0.88375431],-1,-1
41156,0.8542168674698796,0.8363828727906397,0.815812302043616,0.6974840948525158,0.7455310199789695,0.8542168674698796,0.8016919588348159,[0.92991453 0.67346939],0.8542168674698796,0.8363828727906397,[0.87179487 0.80097087],0.8363828727906397,0.8363828727906397
41166,0.6775853198422226,0.6160411416501844,0.6202011927467247,0.46233099825002444,0.5123849046816237,0.6775853198422226,0.64125683970719,"[0.5018315  0.64468864 0.61838535 0.84092478 0.53184713 0.58165323
 0.65089514 0.71900826 0.72782875 0.59550562]",0.6775853198422226,0.6160411416501843,"[0.50367647 0.59459459 0.79123264 0.95158141 0.71571429 0.39092141
 0.54062666 0.63606824 0.67422096 0.36177474]",-1,-1
41168,0.6450707589419,0.5617248885191022,0.5253628004717898,0.3851666304518893,0.4760918425807589,0.6450707589419,0.5142658692667847,[0.54810866 0.11193112 0.81299009 0.58403361],0.6450707589419,0.5617248885191021,[0.73260943 0.27002967 0.71317326 0.53108718],-1,-1
42769,0.64637,0.6374487496012602,0.6335231264826864,0.46731756613764247,0.4775086249565982,0.64637,0.6520026667156319,[0.66990575 0.63409959],0.64637,0.6374487496012602,[0.48836368 0.78653382],0.6374487496012602,0.6374487496012602
