,model type,k,wanted k,rid,algorithm,configuration,runtime,balanced_accuracy
10,Model,19,19,1232,SVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SVM', 'SVM:C': 1.9324420843917829, 'SVM:gamma': 0.0011469982162546151, 'SVM:kernel': 'rbf', 'SVM:tol': 0.002327609956476345}",2.037308692932129,0.9126998077115334
11,Model,19,19,319,SVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SVM', 'SVM:C': 26.155768447797758, 'SVM:gamma': 0.0021088458574770367, 'SVM:kernel': 'poly', 'SVM:tol': 0.08287453234005644, 'SVM:coef0': 0.5134134826812518, 'SVM:degree': 2}",138.7515857219696,0.9566736381871281
12,Model,19,19,853,SVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SVM', 'SVM:C': 0.07071687693925327, 'SVM:gamma': 0.16237807342430555, 'SVM:kernel': 'poly', 'SVM:tol': 0.0009277780621523652, 'SVM:coef0': 0.6609093628760263, 'SVM:degree': 2}",494.3287351131439,0.9439499486309018
13,Model,19,19,809,SVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SVM', 'SVM:C': 0.04200443836364118, 'SVM:gamma': 0.0012501700780045621, 'SVM:kernel': 'poly', 'SVM:tol': 0.00143891451528498, 'SVM:coef0': 1.4728371048529356, 'SVM:degree': 3}",175.04160356521606,0.9450596647288926
14,Model,19,19,822,SVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SVM', 'SVM:C': 0.061300019420356976, 'SVM:gamma': 0.0011683143851012553, 'SVM:kernel': 'poly', 'SVM:tol': 0.002046573616799952, 'SVM:coef0': 1.3081628809765344, 'SVM:degree': 3}",156.08475518226624,0.9396322642605084
15,Model,19,19,1221,SVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SVM', 'SVM:C': 0.42187065600226614, 'SVM:gamma': 0.001188017902427194, 'SVM:kernel': 'poly', 'SVM:tol': 0.008316454573822877, 'SVM:coef0': 1.2019026252098688, 'SVM:degree': 2}",5.19106650352478,0.9284277546280049
16,Model,19,19,820,SVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SVM', 'SVM:C': 0.08709746235904503, 'SVM:gamma': 0.001182307597491014, 'SVM:kernel': 'poly', 'SVM:tol': 0.0009102288903046653, 'SVM:coef0': 1.6813641994154909, 'SVM:degree': 2}",3.3679683208465576,0.925108454736699
17,Model,19,19,887,SVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SVM', 'SVM:C': 0.012025585648161549, 'SVM:gamma': 0.012903078334412482, 'SVM:kernel': 'poly', 'SVM:tol': 9.964667060864265e-05, 'SVM:coef0': 0.4302852833449673, 'SVM:degree': 2}",39.334508657455444,0.9398890406209388
18,Model,19,19,687,SVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SVM', 'SVM:C': 0.14109691665219773, 'SVM:gamma': 0.24843744063653878, 'SVM:kernel': 'poly', 'SVM:tol': 0.0038715071004584703, 'SVM:coef0': 0.3766493099531387, 'SVM:degree': 2}",568.7806029319763,0.9373535395754764
19,Model,19,19,886,SVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SVM', 'SVM:C': 0.01834811344206036, 'SVM:gamma': 0.0012883007834428783, 'SVM:kernel': 'poly', 'SVM:tol': 0.009900042901105813, 'SVM:coef0': 0.00428798047128276, 'SVM:degree': 3}",64.53256058692932,0.9425596647288925
